model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
bge-base-en-v1.5-course-recommender-v5,bge,datasocietyco,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,sentence-similarity,2025-01-09,text,text,N/A,Open-weight,N/A,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,,,bge-base-en-v1.5-course-recommender-v5 is an AI model developed by datasocietyco for sentence-similarity.,80
Qwen3.6-27B,Qwen3.6,Qwen,https://huggingface.co/Qwen/Qwen3.6-27B,image-text-to-text,2026-04-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.6-27B,,,Qwen3.6-27B is an AI model developed by Qwen for image-text-to-text.,80
bert-large-cased-finetuned-conll03-english,bert,dbmdz,https://huggingface.co/dbmdz/bert-large-cased-finetuned-conll03-english,token-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/dbmdz/bert-large-cased-finetuned-conll03-english,,,bert-large-cased-finetuned-conll03-english is an AI model developed by dbmdz for token-classification.,80
Qwen3-VL-4B-Instruct,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-4B-Instruct,image-text-to-text,2025-10-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-4B-Instruct,,,Qwen3-VL-4B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
bert-base-multilingual-uncased,bert,google-bert,https://huggingface.co/google-bert/bert-base-multilingual-uncased,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google-bert/bert-base-multilingual-uncased,,,bert-base-multilingual-uncased is an AI model developed by google-bert for fill-mask.,80
Qwen3.5-2B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-2B,image-text-to-text,2026-02-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-2B,,,Qwen3.5-2B is an AI model developed by Qwen for image-text-to-text.,80
wav2vec2-large-xlsr-53-russian,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-russian,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-russian,,,wav2vec2-large-xlsr-53-russian is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
dinov2-small,dinov2,facebook,https://huggingface.co/facebook/dinov2-small,image-feature-extraction,2023-07-31,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/dinov2-small,,,dinov2-small is an AI model developed by facebook for image-feature-extraction.,80
CLIP-ViT-B-32-laion2B-s34B-b79K,CLIP,laion,https://huggingface.co/laion/CLIP-ViT-B-32-laion2B-s34B-b79K,zero-shot-image-classification,2022-09-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/laion/CLIP-ViT-B-32-laion2B-s34B-b79K,,,CLIP-ViT-B-32-laion2B-s34B-b79K is an AI model developed by laion for zero-shot-image-classification.,80
nsfw_image_detection,nsfw_image_detection,Falconsai,https://huggingface.co/Falconsai/nsfw_image_detection,image-classification,2023-10-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/Falconsai/nsfw_image_detection,,,nsfw_image_detection is an AI model developed by Falconsai for image-classification.,80
bge-reranker-base,bge,BAAI,https://huggingface.co/BAAI/bge-reranker-base,text-classification,2023-09-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/BAAI/bge-reranker-base,,,bge-reranker-base is an AI model developed by BAAI for text-classification.,80
Qwen3.6-35B-A3B,Qwen3.6,Qwen,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,image-text-to-text,2026-04-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,,,Qwen3.6-35B-A3B is an AI model developed by Qwen for image-text-to-text.,80
Qwen-72B,Qwen,Qwen,https://huggingface.co/Qwen/Qwen-72B,text-generation,2023-11-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen-72B,,,Qwen-72B is an AI model developed by Qwen for text-generation.,80
distilbert-base-uncased-finetuned-sst-2-english,distilbert,distilbert,https://huggingface.co/distilbert/distilbert-base-uncased-finetuned-sst-2-english,text-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/distilbert/distilbert-base-uncased-finetuned-sst-2-english,,,distilbert-base-uncased-finetuned-sst-2-english is an AI model developed by distilbert for text-classification.,80
Qwen3-TTS-12Hz-1.7B-Base,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-Base,General ML,2026-01-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-Base,,,Qwen3-TTS-12Hz-1.7B-Base is an AI model developed by Qwen for general ML tasks.,80
Qwen3.8-27B-NVFP4,Qwen3.8,unsloth,https://huggingface.co/unsloth/Qwen3.8-27B-NVFP4,General ML,2026-08-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/unsloth/Qwen3.8-27B-NVFP4,,,Qwen3.8-27B-NVFP4 is an AI model developed by unsloth for general ML tasks.,80
wav2vec2-large-xlsr-53-polish,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-polish,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-polish,,,wav2vec2-large-xlsr-53-polish is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
Qwen3-4B-Instruct-2507,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507,text-generation,2025-08-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507,,,Qwen3-4B-Instruct-2507 is an AI model developed by Qwen for text-generation.,80
t5-base,t5,google-t5,https://huggingface.co/google-t5/t5-base,translation,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google-t5/t5-base,,,t5-base is an AI model developed by google-t5 for translation.,80
inclusively-reformulation-it5,inclusively,E-MIMIC,https://huggingface.co/E-MIMIC/inclusively-reformulation-it5,General ML,2023-06-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/E-MIMIC/inclusively-reformulation-it5,,,inclusively-reformulation-it5 is an AI model developed by E-MIMIC for general ML tasks.,80
bert-base-cased,bert,google-bert,https://huggingface.co/google-bert/bert-base-cased,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google-bert/bert-base-cased,,,bert-base-cased is an AI model developed by google-bert for fill-mask.,80
Qwen3-1.7B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-1.7B,text-generation,2025-04-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-1.7B,,,Qwen3-1.7B is an AI model developed by Qwen for text-generation.,80
NVIDIA-Nemotron-3-Nano-4B-BF16,NVIDIA,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,text-generation,2026-03-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,,,NVIDIA-Nemotron-3-Nano-4B-BF16 is an AI model developed by nvidia for text-generation.,80
nomic-embed-text-v1,nomic,nomic-ai,https://huggingface.co/nomic-ai/nomic-embed-text-v1,sentence-similarity,2024-01-31,text,text,N/A,Open-weight,N/A,https://huggingface.co/nomic-ai/nomic-embed-text-v1,,,nomic-embed-text-v1 is an AI model developed by nomic-ai for sentence-similarity.,80
pythia-160m,pythia,EleutherAI,https://huggingface.co/EleutherAI/pythia-160m,text-generation,2023-02-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/EleutherAI/pythia-160m,,,pythia-160m is an AI model developed by EleutherAI for text-generation.,80
xlm-roberta-large,xlm,FacebookAI,https://huggingface.co/FacebookAI/xlm-roberta-large,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/FacebookAI/xlm-roberta-large,,,xlm-roberta-large is an AI model developed by FacebookAI for fill-mask.,80
bart-large-mnli,bart,facebook,https://huggingface.co/facebook/bart-large-mnli,zero-shot-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/bart-large-mnli,,,bart-large-mnli is an AI model developed by facebook for zero-shot-classification.,80
dinov2-base,dinov2,facebook,https://huggingface.co/facebook/dinov2-base,image-feature-extraction,2023-07-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/dinov2-base,,,dinov2-base is an AI model developed by facebook for image-feature-extraction.,80
vocos-mel-24khz,vocos,charactr,https://huggingface.co/charactr/vocos-mel-24khz,General ML,2023-06-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/charactr/vocos-mel-24khz,,,vocos-mel-24khz is an AI model developed by charactr for general ML tasks.,80
twitter-roberta-base-sentiment-latest,twitter,cardiffnlp,https://huggingface.co/cardiffnlp/twitter-roberta-base-sentiment-latest,text-classification,2022-03-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/cardiffnlp/twitter-roberta-base-sentiment-latest,,,twitter-roberta-base-sentiment-latest is an AI model developed by cardiffnlp for text-classification.,80
wav2vec2-large-xlsr-53-dutch,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,,,wav2vec2-large-xlsr-53-dutch is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
Qwen3-VL-2B-Instruct,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,image-text-to-text,2025-10-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,,,Qwen3-VL-2B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
gemma-4-E2B-it,gemma,google,https://huggingface.co/google/gemma-4-E2B-it,any-to-any,2026-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/gemma-4-E2B-it,,,gemma-4-E2B-it is an AI model developed by google for any-to-any.,80
gemma-4-12B-it,gemma,google,https://huggingface.co/google/gemma-4-12B-it,any-to-any,2026-05-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/gemma-4-12B-it,,,gemma-4-12B-it is an AI model developed by google for any-to-any.,80
whisper-small,whisper,openai,https://huggingface.co/openai/whisper-small,automatic-speech-recognition,2022-09-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai/whisper-small,,,whisper-small is an AI model developed by openai for automatic-speech-recognition.,80
wav2vec2-indonesian-javanese-sundanese,wav2vec2,indonesian-nlp,https://huggingface.co/indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,,,wav2vec2-indonesian-javanese-sundanese is an AI model developed by indonesian-nlp for automatic-speech-recognition.,80
Florence-2-base,Florence,microsoft,https://huggingface.co/microsoft/Florence-2-base,image-text-to-text,2024-06-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/Florence-2-base,,,Florence-2-base is an AI model developed by microsoft for image-text-to-text.,80
deberta-v3-base,deberta,microsoft,https://huggingface.co/microsoft/deberta-v3-base,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/deberta-v3-base,,,deberta-v3-base is an AI model developed by microsoft for fill-mask.,80
Qwen2.5-VL-3B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct,image-text-to-text,2025-01-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct,,,Qwen2.5-VL-3B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
chandra-ocr-2,chandra,datalab-to,https://huggingface.co/datalab-to/chandra-ocr-2,image-text-to-text,2026-03-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/datalab-to/chandra-ocr-2,,,chandra-ocr-2 is an AI model developed by datalab-to for image-text-to-text.,80
wav2vec2-large-xlsr-53-greek,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-greek,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-greek,,,wav2vec2-large-xlsr-53-greek is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
TRELLIS-image-large,TRELLIS,microsoft,https://huggingface.co/microsoft/TRELLIS-image-large,image-to-3d,2024-12-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/TRELLIS-image-large,,,TRELLIS-image-large is an AI model developed by microsoft for image-to-3d.,80
Qwen3-ASR-1.7B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,automatic-speech-recognition,2026-01-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,,,Qwen3-ASR-1.7B is an AI model developed by Qwen for automatic-speech-recognition.,80
mivolo_v2,mivolo_v2,iitolstykh,https://huggingface.co/iitolstykh/mivolo_v2,General ML,2024-03-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/iitolstykh/mivolo_v2,,,mivolo_v2 is an AI model developed by iitolstykh for general ML tasks.,80
Qwen2.5-Coder-7B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct,text-generation,2024-09-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct,,,Qwen2.5-Coder-7B-Instruct is an AI model developed by Qwen for text-generation.,80
gemma-3-1b-it,gemma,google,https://huggingface.co/google/gemma-3-1b-it,text-generation,2025-03-10,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/gemma-3-1b-it,,,gemma-3-1b-it is an AI model developed by google for text-generation.,80
wav2vec2-base,wav2vec2,facebook,https://huggingface.co/facebook/wav2vec2-base,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/wav2vec2-base,,,wav2vec2-base is an AI model developed by facebook for general ML tasks.,80
ESMC-6B,ESMC,biohub,https://huggingface.co/biohub/ESMC-6B,fill-mask,2026-05-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/biohub/ESMC-6B,,,ESMC-6B is an AI model developed by biohub for fill-mask.,80
mms-300m-1130-forced-aligner,mms,MahmoudAshraf,https://huggingface.co/MahmoudAshraf/mms-300m-1130-forced-aligner,automatic-speech-recognition,2024-05-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/MahmoudAshraf/mms-300m-1130-forced-aligner,,,mms-300m-1130-forced-aligner is an AI model developed by MahmoudAshraf for automatic-speech-recognition.,80
bge-reranker-large,bge,BAAI,https://huggingface.co/BAAI/bge-reranker-large,feature-extraction,2023-09-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/BAAI/bge-reranker-large,,,bge-reranker-large is an AI model developed by BAAI for feature-extraction.,80
mxbai-embed-large-v1,mxbai,mixedbread-ai,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,feature-extraction,2024-03-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,,,mxbai-embed-large-v1 is an AI model developed by mixedbread-ai for feature-extraction.,80
Kimi-K3-DSpark,Kimi,RadixArk,https://huggingface.co/RadixArk/Kimi-K3-DSpark,text-generation,2026-07-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/RadixArk/Kimi-K3-DSpark,,,Kimi-K3-DSpark is an AI model developed by RadixArk for text-generation.,80
Wan_2.1_ComfyUI_repackaged,Wan_2.1_ComfyUI_repackaged,Comfy-Org,https://huggingface.co/Comfy-Org/Wan_2.1_ComfyUI_repackaged,General ML,2025-02-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/Comfy-Org/Wan_2.1_ComfyUI_repackaged,,,Wan_2.1_ComfyUI_repackaged is an AI model developed by Comfy-Org for general ML tasks.,80
Qwen3-TTS-12Hz-1.7B-CustomVoice,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,text-to-speech,2026-01-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,,,Qwen3-TTS-12Hz-1.7B-CustomVoice is an AI model developed by Qwen for text-to-speech.,80
all-distilroberta-v1,all,sentence-transformers,https://huggingface.co/sentence-transformers/all-distilroberta-v1,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/all-distilroberta-v1,,,all-distilroberta-v1 is an AI model developed by sentence-transformers for sentence-similarity.,80
indonesian-roberta-base-posp-tagger,indonesian,w11wo,https://huggingface.co/w11wo/indonesian-roberta-base-posp-tagger,token-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/w11wo/indonesian-roberta-base-posp-tagger,,,indonesian-roberta-base-posp-tagger is an AI model developed by w11wo for token-classification.,80
gte-reranker-modernbert-base,gte,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-reranker-modernbert-base,text-ranking,2025-01-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/Alibaba-NLP/gte-reranker-modernbert-base,,,gte-reranker-modernbert-base is an AI model developed by Alibaba-NLP for text-ranking.,80
Unlimited-OCR,Unlimited,baidu,https://huggingface.co/baidu/Unlimited-OCR,image-text-to-text,2026-06-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/baidu/Unlimited-OCR,,,Unlimited-OCR is an AI model developed by baidu for image-text-to-text.,80
siglip2-giant-opt-patch16-384,siglip2,google,https://huggingface.co/google/siglip2-giant-opt-patch16-384,zero-shot-image-classification,2025-02-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip2-giant-opt-patch16-384,,,siglip2-giant-opt-patch16-384 is an AI model developed by google for zero-shot-image-classification.,80
Qwen3-Reranker-4B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Reranker-4B,text-ranking,2025-06-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Reranker-4B,,,Qwen3-Reranker-4B is an AI model developed by Qwen for text-ranking.,80
clip-vit-large-patch14-336,clip,openai,https://huggingface.co/openai/clip-vit-large-patch14-336,zero-shot-image-classification,2022-04-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai/clip-vit-large-patch14-336,,,clip-vit-large-patch14-336 is an AI model developed by openai for zero-shot-image-classification.,80
faster-whisper-small,faster,Systran,https://huggingface.co/Systran/faster-whisper-small,automatic-speech-recognition,2023-11-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/Systran/faster-whisper-small,,,faster-whisper-small is an AI model developed by Systran for automatic-speech-recognition.,80
Qwen-Image_ComfyUI,Qwen,Comfy-Org,https://huggingface.co/Comfy-Org/Qwen-Image_ComfyUI,General ML,2025-08-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/Comfy-Org/Qwen-Image_ComfyUI,,,Qwen-Image_ComfyUI is an AI model developed by Comfy-Org for general ML tasks.,80
wav2vec2-large-robust-24-ft-age-gender,wav2vec2,audeering,https://huggingface.co/audeering/wav2vec2-large-robust-24-ft-age-gender,audio-classification,2023-09-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/audeering/wav2vec2-large-robust-24-ft-age-gender,,,wav2vec2-large-robust-24-ft-age-gender is an AI model developed by audeering for audio-classification.,80
colbertv2.0,colbertv2.0,colbert-ir,https://huggingface.co/colbert-ir/colbertv2.0,General ML,2023-06-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/colbert-ir/colbertv2.0,,,colbertv2.0 is an AI model developed by colbert-ir for general ML tasks.,80
Qwen2.5-14B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,text-generation,2024-09-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,,,Qwen2.5-14B-Instruct is an AI model developed by Qwen for text-generation.,80
Kronos-Tokenizer-base,Kronos,NeoQuasar,https://huggingface.co/NeoQuasar/Kronos-Tokenizer-base,time-series-forecasting,2025-06-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/NeoQuasar/Kronos-Tokenizer-base,,,Kronos-Tokenizer-base is an AI model developed by NeoQuasar for time-series-forecasting.,80
Qwen3-VL-8B-Instruct-FP8,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct-FP8,image-text-to-text,2025-10-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-8B-Instruct-FP8,,,Qwen3-VL-8B-Instruct-FP8 is an AI model developed by Qwen for image-text-to-text.,80
Qwen3-Embedding-8B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Embedding-8B,feature-extraction,2025-06-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Embedding-8B,,,Qwen3-Embedding-8B is an AI model developed by Qwen for feature-extraction.,80
Qwen3.5-0.8B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-0.8B,image-text-to-text,2026-02-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-0.8B,,,Qwen3.5-0.8B is an AI model developed by Qwen for image-text-to-text.,80
stable-diffusion-xl-base-1.0,stable,stabilityai,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,text-to-image,2023-07-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,,,stable-diffusion-xl-base-1.0 is an AI model developed by stabilityai for text-to-image.,80
Ornith-1.0-35B,Ornith,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-35B,text-generation,2026-06-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/ornith-ai/Ornith-1.0-35B,,,Ornith-1.0-35B is an AI model developed by ornith-ai for text-generation.,80
DeepSeek-OCR,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-OCR,image-text-to-text,2025-10-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-OCR,,,DeepSeek-OCR is an AI model developed by deepseek-ai for image-text-to-text.,80
faster-whisper-tiny,faster,Systran,https://huggingface.co/Systran/faster-whisper-tiny,automatic-speech-recognition,2023-11-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/Systran/faster-whisper-tiny,,,faster-whisper-tiny is an AI model developed by Systran for automatic-speech-recognition.,80
wav2vec2-large-xlsr-53-hungarian,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-hungarian,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-hungarian,,,wav2vec2-large-xlsr-53-hungarian is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,Gemma,HauhauCS,https://huggingface.co/HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,image-text-to-text,2026-04-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,,,Gemma-4-E4B-Uncensored-HauhauCS-Aggressive is an AI model developed by HauhauCS for image-text-to-text.,80
Voxtral-Mini-4B-Realtime-2602,Voxtral,mistralai,https://huggingface.co/mistralai/Voxtral-Mini-4B-Realtime-2602,automatic-speech-recognition,2026-01-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/mistralai/Voxtral-Mini-4B-Realtime-2602,,,Voxtral-Mini-4B-Realtime-2602 is an AI model developed by mistralai for automatic-speech-recognition.,80
SmolLM2-135M,SmolLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM2-135M,text-generation,2024-10-31,text,text,N/A,Open-weight,N/A,https://huggingface.co/HuggingFaceTB/SmolLM2-135M,,,SmolLM2-135M is an AI model developed by HuggingFaceTB for text-generation.,80
Qwen3-Embedding-4B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Embedding-4B,feature-extraction,2025-06-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Embedding-4B,,,Qwen3-Embedding-4B is an AI model developed by Qwen for feature-extraction.,80
spkrec-ecapa-voxceleb,spkrec,speechbrain,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,,,spkrec-ecapa-voxceleb is an AI model developed by speechbrain for general ML tasks.,80
tiny-Qwen2ForSequenceClassification-2.5,tiny,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,text-classification,2025-01-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,,,tiny-Qwen2ForSequenceClassification-2.5 is an AI model developed by trl-internal-testing for text-classification.,80
bge-base-en,bge,BAAI,https://huggingface.co/BAAI/bge-base-en,feature-extraction,2023-08-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/BAAI/bge-base-en,,,bge-base-en is an AI model developed by BAAI for feature-extraction.,80
Qwen2.5-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,text-generation,2024-09-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,,,Qwen2.5-32B-Instruct is an AI model developed by Qwen for text-generation.,80
w2v-bert-2.0,w2v,facebook,https://huggingface.co/facebook/w2v-bert-2.0,feature-extraction,2023-12-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/w2v-bert-2.0,,,w2v-bert-2.0 is an AI model developed by facebook for feature-extraction.,80
Bio_ClinicalBERT,Bio_ClinicalBERT,emilyalsentzer,https://huggingface.co/emilyalsentzer/Bio_ClinicalBERT,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/emilyalsentzer/Bio_ClinicalBERT,,,Bio_ClinicalBERT is an AI model developed by emilyalsentzer for fill-mask.,80
chronos-bolt-tiny,chronos,autogluon,https://huggingface.co/autogluon/chronos-bolt-tiny,time-series-forecasting,2024-11-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/autogluon/chronos-bolt-tiny,,,chronos-bolt-tiny is an AI model developed by autogluon for time-series-forecasting.,80
Kimi-K3,Kimi,moonshotai,https://huggingface.co/moonshotai/Kimi-K3,image-text-to-text,2026-06-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/moonshotai/Kimi-K3,,,Kimi-K3 is an AI model developed by moonshotai for image-text-to-text.,80
wav2vec2-large-xlsr-53-arabic,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-arabic,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-arabic,,,wav2vec2-large-xlsr-53-arabic is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
fashion-clip,fashion,patrickjohncyh,https://huggingface.co/patrickjohncyh/fashion-clip,zero-shot-image-classification,2023-02-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/patrickjohncyh/fashion-clip,,,fashion-clip is an AI model developed by patrickjohncyh for zero-shot-image-classification.,80
